TotalPurchase,CustomerAge,CustomerBday,FirstOrderMonths,FirstOrderDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
1.7000,60,1961-11-26,98,2018-12-25,S,75001-100000,F,5,Partial College,Professional,1,2
2384.0700,48,1973-09-13,98,2018-12-25,S,25001-50000,M,1,Graduate Degree,Clerical,0,0
12.0300,33,1988-10-02,98,2018-12-25,M,75001-100000,F,0,High School,Management,1,2
124.0400,38,1984-03-18,98,2018-12-25,S,50001-75000,F,1,Graduate Degree,Professional,1,0
4.0000,55,1966-06-26,98,2018-12-25,S,0-25000,F,3,High School,Manual,1,2
102.8900,42,1979-12-29,98,2018-12-25,M,75001-100000,F,4,"Bachelors ",Management,1,0
0.5200,40,1982-02-19,98,2018-12-25,S,0-25000,F,3,High School,Manual,1,1
515.4800,27,1994-05-15,98,2018-12-25,S,25001-50000,F,3,Partial College,Clerical,0,2
46.0000,51,1970-06-09,98,2018-12-25,S,greater than 100000,M,3,Partial College,Professional,0,4
2388.0700,39,1983-03-06,98,2018-12-25,M,75001-100000,F,2,"Bachelors ",Management,1,2
69.9900,32,1989-08-06,98,2018-12-25,S,50001-75000,F,0,Partial College,Professional,0,2
21.4900,51,1970-05-20,98,2018-12-25,S,25001-50000,F,1,High School,Clerical,0,2
530.4800,39,1983-03-17,98,2018-12-25,S,50001-75000,F,0,"Bachelors ",Professional,1,1
2.7000,40,1982-02-07,98,2018-12-25,S,25001-50000,F,2,"Bachelors ",Skilled Manual,0,1
5.0100,41,1980-09-14,98,2018-12-25,M,25001-50000,M,3,"Bachelors ",Skilled Manual,1,3
24.9900,53,1968-10-27,98,2018-12-25,M,greater than 100000,M,3,"Bachelors ",Management,1,4
7.0300,50,1972-01-24,98,2018-12-25,M,50001-75000,F,2,Partial College,Professional,1,0
30.0000,40,1981-09-17,98,2018-12-24,S,50001-75000,F,0,Graduate Degree,Skilled Manual,0,0
29.9900,47,1974-08-16,98,2018-12-24,M,25001-50000,F,2,Partial College,Clerical,0,1
1647.0000,36,1985-10-23,98,2018-12-24,M,50001-75000,M,4,Graduate Degree,Professional,1,0
22.7000,70,1951-11-13,98,2018-12-24,M,25001-50000,F,2,Partial College,Clerical,0,2
27.2800,68,1953-10-19,98,2018-12-24,M,25001-50000,M,2,"Bachelors ",Management,1,2
1.0100,34,1987-07-20,98,2018-12-24,M,0-25000,F,0,Partial High School,Manual,1,2
550.4700,38,1983-10-11,98,2018-12-24,S,50001-75000,F,0,"Bachelors ",Professional,0,1
49.9900,38,1984-01-07,98,2018-12-24,S,0-25000,F,2,High School,Manual,1,0
4.9900,47,1974-10-08,98,2018-12-24,S,75001-100000,F,1,"Bachelors ",Professional,0,1
52.4800,43,1978-06-22,98,2018-12-24,S,0-25000,F,3,Partial High School,Manual,1,2
27.6900,30,1991-06-24,98,2018-12-24,S,0-25000,F,0,High School,Manual,0,1
2.7000,33,1988-04-15,98,2018-12-24,S,75001-100000,M,0,"Bachelors ",Professional,0,3
1766.9800,54,1968-02-25,98,2018-12-24,M,50001-75000,M,3,Graduate Degree,Management,1,2
31.0000,27,1994-05-04,98,2018-12-24,S,0-25000,M,4,High School,Manual,1,2
35.0000,28,1993-04-01,98,2018-12-24,S,0-25000,M,0,High School,Manual,0,1
47.4600,32,1989-06-04,98,2018-12-24,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
2.2900,35,1986-07-15,98,2018-12-24,S,75001-100000,F,0,"Bachelors ",Professional,1,4
1114.4800,36,1985-10-11,98,2018-12-24,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
146.4800,33,1988-05-12,98,2018-12-24,S,75001-100000,M,0,"Bachelors ",Professional,1,3
30.0100,40,1981-10-02,98,2018-12-24,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,2
1.6000,59,1962-10-28,98,2018-12-24,M,25001-50000,M,2,High School,Professional,0,2
115.9800,38,1984-02-11,98,2018-12-24,M,50001-75000,M,5,Graduate Degree,Professional,0,3
1.6000,41,1981-02-19,98,2018-12-24,M,75001-100000,M,3,"Bachelors ",Skilled Manual,1,0
155.0100,39,1982-05-04,98,2018-12-24,M,75001-100000,M,5,Graduate Degree,Management,0,2
6.0100,46,1975-07-23,98,2018-12-24,M,0-25000,F,1,Partial College,Manual,1,0
21.0100,37,1984-07-17,98,2018-12-24,M,75001-100000,M,4,Graduate Degree,Management,1,1
2375.0800,35,1986-04-01,98,2018-12-24,M,75001-100000,M,1,Graduate Degree,Professional,0,0
30.0000,38,1983-06-16,98,2018-12-24,M,25001-50000,M,1,"Bachelors ",Clerical,1,0
1205.8600,37,1985-03-12,98,2018-12-24,S,50001-75000,M,2,Graduate Degree,Professional,1,0
575.9700,50,1971-10-11,98,2018-12-24,M,25001-50000,F,2,High School,Skilled Manual,0,2
5.0000,52,1970-01-16,98,2018-12-24,S,25001-50000,F,1,High School,Clerical,0,2
59.6800,56,1966-02-16,98,2018-12-24,M,50001-75000,F,2,Partial College,Professional,1,1
7.0300,28,1993-06-24,98,2018-12-24,M,25001-50000,F,0,High School,Skilled Manual,0,2
21.0000,39,1983-01-18,98,2018-12-24,S,50001-75000,M,0,"Bachelors ",Professional,0,1
5.0000,45,1976-07-18,98,2018-12-24,S,50001-75000,M,1,Partial College,Skilled Manual,1,1
438.2600,35,1987-03-23,98,2018-12-24,S,75001-100000,F,0,"Bachelors ",Management,0,1
30.0000,52,1969-09-06,98,2018-12-24,M,50001-75000,M,2,Partial High School,Skilled Manual,0,2
69.9900,60,1962-02-25,98,2018-12-24,M,0-25000,F,2,Partial High School,Clerical,1,2
1696.9900,35,1986-05-04,98,2018-12-23,M,25001-50000,M,2,Partial College,Clerical,1,1
2380.0700,37,1984-09-08,98,2018-12-23,M,50001-75000,F,0,Graduate Degree,Skilled Manual,1,0
559.1900,38,1983-06-14,98,2018-12-23,S,0-25000,F,1,Partial College,Manual,0,0
539.9900,39,1982-06-23,98,2018-12-23,S,25001-50000,M,2,"Bachelors ",Skilled Manual,0,1
61.6800,36,1985-05-02,98,2018-12-23,M,75001-100000,F,0,Partial High School,Professional,1,4
67.7000,47,1974-08-25,98,2018-12-23,M,50001-75000,M,1,Partial College,Skilled Manual,0,1
19.2000,32,1989-08-25,98,2018-12-23,S,25001-50000,M,0,Partial College,Clerical,1,1
69.9900,34,1988-03-13,98,2018-12-23,S,75001-100000,F,0,"Bachelors ",Management,0,1
543.9900,30,1991-11-13,98,2018-12-23,S,25001-50000,F,0,Partial College,Clerical,0,1
50.0000,33,1989-02-25,98,2018-12-23,M,0-25000,F,0,Partial High School,Manual,1,2
13.0100,63,1959-03-07,98,2018-12-23,S,50001-75000,M,4,"Bachelors ",Management,1,2
50.4900,59,1962-12-25,98,2018-12-23,M,50001-75000,M,2,"Bachelors ",Management,1,0
4.9900,45,1976-08-24,98,2018-12-23,M,greater than 100000,F,1,Partial College,Professional,0,4
3.9900,73,1948-08-03,98,2018-12-23,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,1
32.0100,34,1987-06-15,98,2018-12-23,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
55.9800,42,1980-03-20,98,2018-12-23,M,25001-50000,M,3,"Bachelors ",Skilled Manual,1,3
30.0000,37,1984-09-23,98,2018-12-23,M,50001-75000,M,1,Graduate Degree,Professional,1,0
34.9900,49,1972-08-28,98,2018-12-23,S,0-25000,M,2,Partial High School,Clerical,1,2
766.8300,60,1961-12-10,98,2018-12-23,S,25001-50000,M,2,Partial College,Clerical,1,2
4.9900,31,1990-05-12,98,2018-12-23,M,25001-50000,M,3,Partial College,Clerical,1,0
555.8200,38,1984-03-07,98,2018-12-23,M,75001-100000,F,3,Graduate Degree,Professional,1,0
16.0000,70,1951-10-15,98,2018-12-23,S,25001-50000,M,2,Graduate Degree,Management,1,2
61.0000,31,1991-02-12,98,2018-12-23,M,25001-50000,F,0,Partial College,Skilled Manual,1,1
32.6000,50,1971-08-24,98,2018-12-23,M,50001-75000,F,2,High School,Professional,1,2
567.6800,54,1967-06-12,98,2018-12-23,M,greater than 100000,M,4,Partial College,Professional,1,2
31.0000,32,1990-01-16,98,2018-12-23,S,25001-50000,M,0,Partial College,Clerical,0,1
37.9800,30,1992-03-12,98,2018-12-23,M,25001-50000,F,0,Partial College,Skilled Manual,1,1
5.9900,58,1963-06-11,98,2018-12-23,M,50001-75000,F,2,"Bachelors ",Management,1,0
1120.4900,44,1977-07-14,98,2018-12-23,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
541.0300,46,1975-05-16,98,2018-12-23,S,50001-75000,F,1,Partial College,Skilled Manual,0,1
23.0200,44,1977-11-13,98,2018-12-23,M,75001-100000,F,5,Partial College,Professional,1,2
151.7200,44,1977-08-15,98,2018-12-23,S,75001-100000,F,5,Partial College,Professional,0,3
1070.5000,34,1987-08-14,98,2018-12-23,M,25001-50000,F,0,Graduate Degree,Skilled Manual,1,0
4.0000,34,1987-11-26,98,2018-12-23,M,50001-75000,M,1,Graduate Degree,Professional,1,0
69.9900,32,1989-08-23,98,2018-12-23,S,75001-100000,F,0,"Bachelors ",Professional,1,3
16.9700,37,1985-01-06,98,2018-12-23,S,0-25000,F,0,Partial College,Manual,0,1
518.9800,66,1955-04-28,98,2018-12-22,S,0-25000,F,1,"Bachelors ",Clerical,1,0
27.9500,48,1973-09-19,98,2018-12-22,S,75001-100000,F,4,Graduate Degree,Skilled Manual,1,0
25.4800,60,1962-03-27,98,2018-12-22,S,50001-75000,F,2,Partial College,Professional,1,1
33.0100,59,1962-12-11,98,2018-12-22,M,50001-75000,F,2,Partial College,Professional,1,1
1104.4800,39,1982-09-26,98,2018-12-22,S,25001-50000,F,0,Partial College,Skilled Manual,1,1
21.9800,43,1979-02-11,98,2018-12-22,S,50001-75000,F,0,"Bachelors ",Professional,0,1
30.0000,46,1975-10-22,98,2018-12-22,M,0-25000,F,1,High School,Manual,1,1
52.1800,42,1979-12-15,98,2018-12-22,M,50001-75000,M,4,"Bachelors ",Professional,1,2
2352.0200,48,1973-08-10,98,2018-12-22,S,50001-75000,F,4,Graduate Degree,Skilled Manual,1,0
2.3900,46,1976-03-05,98,2018-12-22,M,75001-100000,F,4,High School,Professional,1,2
43.9800,42,1980-01-17,98,2018-12-22,M,75001-100000,F,5,"Bachelors ",Professional,1,4
25.5100,30,1991-06-15,98,2018-12-22,S,50001-75000,F,0,Partial College,Skilled Manual,0,2
1120.4900,46,1975-05-25,98,2018-12-22,S,greater than 100000,M,1,"Bachelors ",Management,0,3
59.9800,35,1986-10-20,98,2018-12-22,M,25001-50000,F,2,Partial College,Clerical,0,1
31.0000,55,1966-05-28,98,2018-12-22,M,greater than 100000,M,4,High School,Professional,0,3
37.7000,41,1981-03-07,98,2018-12-22,S,50001-75000,M,0,Graduate Degree,Skilled Manual,0,0
4703.0500,33,1988-11-03,98,2018-12-22,S,75001-100000,M,0,"Bachelors ",Management,0,1
535.9900,41,1980-05-08,98,2018-12-22,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,0
1651.0000,38,1983-06-22,98,2018-12-22,M,25001-50000,F,0,Graduate Degree,Clerical,1,0
90.9500,64,1957-08-05,98,2018-12-22,M,50001-75000,F,3,Graduate Degree,Management,1,2
25.0000,49,1972-11-24,98,2018-12-22,S,0-25000,M,1,Partial College,Manual,1,0
28.9500,83,1938-06-10,98,2018-12-22,M,50001-75000,F,5,Partial High School,Skilled Manual,1,0
69.9900,71,1950-08-01,98,2018-12-22,M,25001-50000,F,2,Graduate Degree,Management,1,2
1676.5000,72,1949-06-10,98,2018-12-22,S,25001-50000,F,2,Graduate Degree,Management,1,2
29.9900,48,1973-05-08,98,2018-12-22,M,25001-50000,M,1,Partial College,Clerical,1,1
2.9600,60,1961-04-11,98,2018-12-22,M,0-25000,M,4,High School,Skilled Manual,0,2
531.0000,34,1988-03-03,98,2018-12-22,M,50001-75000,F,0,Partial College,Professional,1,2
59.9800,50,1971-05-21,98,2018-12-22,M,25001-50000,F,1,Partial College,Clerical,1,1
2375.0800,37,1984-04-03,98,2018-12-21,S,75001-100000,F,2,Graduate Degree,Professional,1,0
1070.5000,27,1994-08-23,98,2018-12-21,S,25001-50000,M,0,High School,Skilled Manual,0,2
37.7000,51,1971-01-24,98,2018-12-21,M,greater than 100000,M,3,High School,Professional,1,4
1099.4900,27,1994-04-04,98,2018-12-21,S,50001-75000,M,0,Partial College,Skilled Manual,1,1
26.0900,43,1978-11-16,98,2018-12-21,M,greater than 100000,M,3,"Bachelors ",Management,1,4
2466.8200,41,1981-03-18,98,2018-12-21,S,25001-50000,M,0,"Bachelors ",Professional,1,0
23.1900,47,1974-09-27,98,2018-12-21,M,50001-75000,M,4,"Bachelors ",Professional,1,0
23.9700,31,1990-12-05,98,2018-12-21,M,25001-50000,F,0,High School,Skilled Manual,1,1
61.0000,56,1965-12-13,98,2018-12-21,M,0-25000,F,2,Partial High School,Clerical,1,2
40.0100,50,1971-09-13,98,2018-12-21,M,25001-50000,F,2,High School,Skilled Manual,0,2
5.0000,46,1975-11-14,98,2018-12-21,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
499.9800,42,1979-11-18,98,2018-12-21,M,0-25000,F,3,High School,Manual,1,0
51.0000,42,1979-12-11,98,2018-12-21,S,50001-75000,M,0,"Bachelors ",Professional,0,1
499.9800,36,1985-07-08,98,2018-12-21,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
1120.4900,46,1975-12-11,98,2018-12-21,M,75001-100000,M,3,Partial College,Professional,1,4
65.4800,30,1991-11-12,98,2018-12-21,S,0-25000,F,0,High School,Manual,0,1
512.9700,38,1984-02-25,98,2018-12-21,M,75001-100000,M,3,Graduate Degree,Professional,1,0
539.9900,37,1984-04-17,98,2018-12-21,S,25001-50000,F,0,"Bachelors ",Clerical,0,0
20.0000,46,1975-11-24,98,2018-12-21,M,75001-100000,M,0,Partial College,Professional,1,0
30.0000,71,1950-08-26,98,2018-12-21,M,25001-50000,M,2,Graduate Degree,Management,1,2
1694.9800,46,1975-08-19,98,2018-12-21,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
30.0000,29,1992-10-28,98,2018-12-21,S,25001-50000,M,0,Partial High School,Clerical,0,2
4.9900,48,1973-12-25,98,2018-12-21,M,75001-100000,M,2,"Bachelors ",Professional,1,1
8.0100,51,1970-07-21,98,2018-12-21,M,50001-75000,M,2,High School,Professional,0,2
57.1100,41,1980-08-14,98,2018-12-21,S,75001-100000,F,4,"Bachelors ",Skilled Manual,0,2
9.5100,59,1962-11-04,98,2018-12-21,M,25001-50000,M,2,High School,Professional,1,1
21.9800,40,1981-08-14,98,2018-12-21,M,50001-75000,M,4,Graduate Degree,Professional,1,0
16.0000,49,1972-08-13,98,2018-12-21,M,25001-50000,M,2,High School,Skilled Manual,1,2
707.3600,47,1974-05-06,98,2018-12-21,M,25001-50000,M,0,"Bachelors ",Clerical,1,0
19.9900,65,1956-07-11,98,2018-12-21,M,25001-50000,F,1,"Bachelors ",Clerical,1,0
21.9800,34,1988-02-10,98,2018-12-21,S,75001-100000,M,0,"Bachelors ",Professional,0,3
29.9800,55,1967-03-07,98,2018-12-21,M,greater than 100000,M,4,"Bachelors ",Management,1,3
4.9900,42,1979-07-07,98,2018-12-21,S,25001-50000,F,5,"Bachelors ",Skilled Manual,1,2
16.3200,32,1989-11-05,98,2018-12-21,S,25001-50000,F,0,High School,Professional,1,2
12.4700,30,1992-03-03,98,2018-12-21,S,0-25000,F,0,High School,Manual,0,1
10.0100,70,1951-10-27,98,2018-12-20,M,0-25000,M,1,Graduate Degree,Clerical,1,0
2383.0600,38,1983-10-23,98,2018-12-20,S,75001-100000,F,3,"Bachelors ",Management,0,3
16.9800,44,1977-05-05,98,2018-12-20,M,75001-100000,F,5,Partial College,Professional,1,2
543.9900,41,1980-12-02,98,2018-12-20,S,0-25000,M,2,High School,Manual,1,0
1205.8600,37,1985-03-02,98,2018-12-20,S,25001-50000,M,0,"Bachelors ",Clerical,1,0
22.9800,38,1983-04-24,98,2018-12-20,S,50001-75000,F,0,"Bachelors ",Professional,0,1
1120.4900,46,1975-05-11,98,2018-12-20,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
30.0000,43,1978-10-10,98,2018-12-20,M,25001-50000,F,2,Partial College,Clerical,1,2
4.9900,54,1967-09-26,98,2018-12-20,S,50001-75000,F,2,Partial High School,Skilled Manual,1,2
1694.9800,57,1964-08-05,98,2018-12-20,M,50001-75000,M,2,Partial College,Professional,1,2
408.2700,44,1977-05-02,98,2018-12-20,M,greater than 100000,F,1,"Bachelors ",Management,1,0
2349.0800,65,1956-08-22,98,2018-12-20,S,25001-50000,F,4,"Bachelors ",Management,0,2
1130.9900,27,1994-04-28,98,2018-12-20,S,25001-50000,M,0,High School,Skilled Manual,0,2
518.0100,39,1982-07-03,98,2018-12-20,M,25001-50000,F,5,High School,Skilled Manual,1,1
539.9900,36,1985-07-27,98,2018-12-20,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
40.4800,58,1963-10-27,98,2018-12-20,M,50001-75000,M,2,Partial College,Professional,1,1
114.9900,56,1965-05-17,98,2018-12-20,M,greater than 100000,M,4,"Bachelors ",Management,1,3
2384.0700,38,1983-06-20,98,2018-12-20,S,50001-75000,M,2,"Bachelors ",Skilled Manual,0,1
2358.0700,47,1974-07-06,98,2018-12-20,M,0-25000,M,2,Partial College,Manual,0,1
24.3300,40,1981-06-01,98,2018-12-20,S,75001-100000,F,5,Graduate Degree,Management,1,3
21.9800,44,1977-08-15,98,2018-12-20,M,50001-75000,F,5,"Bachelors ",Professional,1,2
8.9900,28,1993-05-09,98,2018-12-20,S,25001-50000,F,0,Partial College,Skilled Manual,0,1
21.4900,36,1985-09-12,98,2018-12-20,S,0-25000,M,2,High School,Manual,0,0
35.0000,35,1986-04-23,98,2018-12-20,S,25001-50000,M,0,High School,Manual,0,1
2477.6500,63,1958-09-11,98,2018-12-20,M,75001-100000,M,5,"Bachelors ",Management,0,2
31.0000,35,1986-12-07,98,2018-12-20,S,25001-50000,F,2,Partial College,Clerical,1,1
1085.5000,52,1969-09-18,98,2018-12-20,M,50001-75000,F,2,Partial High School,Skilled Manual,1,2
2310.0000,50,1971-06-29,98,2018-12-20,M,25001-50000,F,1,Partial College,Clerical,1,1
39.4800,42,1979-09-16,98,2018-12-20,M,50001-75000,F,0,"Bachelors ",Professional,0,1
19.2000,49,1972-10-26,98,2018-12-20,M,0-25000,F,1,Partial College,Manual,0,0
32.6900,58,1963-11-22,98,2018-12-20,M,50001-75000,F,2,Partial College,Professional,1,1
52.9100,52,1969-04-28,98,2018-12-20,M,0-25000,F,2,Partial High School,Manual,0,2
2.7000,32,1989-06-28,98,2018-12-20,S,50001-75000,F,0,Partial College,Professional,1,2
4.9900,56,1965-11-22,98,2018-12-20,M,0-25000,M,2,Partial High School,Clerical,1,2
19.3300,54,1967-08-26,98,2018-12-20,M,25001-50000,F,3,Partial College,Professional,1,2
535.9900,37,1984-05-20,98,2018-12-20,S,25001-50000,F,0,"Bachelors ",Clerical,0,0
26.0000,39,1982-07-09,98,2018-12-20,M,75001-100000,F,4,"Bachelors ",Professional,1,0
541.0300,39,1983-01-09,98,2018-12-20,S,25001-50000,M,4,High School,Skilled Manual,1,3
30.0000,35,1986-05-27,98,2018-12-20,S,25001-50000,M,0,High School,Manual,0,1
21.0000,43,1978-06-21,98,2018-12-20,S,50001-75000,M,0,"Bachelors ",Professional,0,1
733.3600,42,1979-10-03,98,2018-12-20,S,0-25000,F,3,Partial High School,Manual,1,1
46.7600,39,1982-11-27,98,2018-12-19,M,75001-100000,F,4,"Bachelors ",Professional,1,0
15.4900,45,1976-07-26,98,2018-12-19,M,50001-75000,M,5,Partial College,Professional,1,3
1674.9900,58,1964-02-21,98,2018-12-19,M,50001-75000,M,2,"Bachelors ",Management,1,0
1095.4800,36,1985-05-06,98,2018-12-19,M,25001-50000,M,0,"Bachelors ",Clerical,1,0
1.0100,50,1971-06-19,98,2018-12-19,S,0-25000,F,3,Partial High School,Clerical,0,2
45.5000,61,1960-10-20,98,2018-12-19,M,25001-50000,F,5,High School,Professional,0,2
49.0000,42,1980-03-01,98,2018-12-19,M,25001-50000,M,3,"Bachelors ",Skilled Manual,1,3
19.9800,41,1980-05-12,98,2018-12-19,S,25001-50000,F,2,Partial College,Clerical,1,2
1.7000,32,1989-11-23,98,2018-12-19,M,0-25000,F,0,Partial High School,Manual,1,2
742.3500,61,1960-04-21,98,2018-12-19,M,0-25000,M,4,High School,Skilled Manual,1,2
32.0100,52,1969-08-21,98,2018-12-19,M,50001-75000,M,2,Partial High School,Skilled Manual,0,2
85.2300,29,1993-03-20,98,2018-12-19,S,25001-50000,M,4,Partial College,Clerical,1,3
27.0300,41,1981-03-01,98,2018-12-19,S,greater than 100000,F,0,Graduate Degree,Management,0,3
20.0000,56,1965-04-15,98,2018-12-19,M,50001-75000,M,4,Partial College,Professional,0,1
2410.0700,48,1973-11-05,98,2018-12-19,S,0-25000,M,2,Partial College,Manual,1,1
2369.0700,35,1986-10-15,98,2018-12-19,M,75001-100000,M,1,Graduate Degree,Professional,1,0
6.0100,32,1989-08-15,98,2018-12-19,S,75001-100000,F,0,"Bachelors ",Professional,0,3
2.7000,41,1981-01-13,98,2018-12-19,M,50001-75000,M,0,Graduate Degree,Professional,1,0
28.9900,53,1968-09-07,98,2018-12-19,S,75001-100000,F,3,"Bachelors ",Management,0,3
1.7000,41,1981-01-13,98,2018-12-19,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,2
1676.0000,28,1993-08-20,98,2018-12-19,S,50001-75000,M,0,Partial College,Skilled Manual,1,2
742.3500,29,1992-11-06,98,2018-12-19,S,0-25000,M,0,Partial College,Manual,1,0
13.9900,39,1982-09-13,98,2018-12-19,S,50001-75000,F,2,"Bachelors ",Skilled Manual,1,1
37.4800,30,1991-04-21,98,2018-12-19,S,50001-75000,F,0,"Bachelors ",Professional,0,3
2503.8400,62,1959-07-19,98,2018-12-19,M,greater than 100000,F,3,"Bachelors ",Management,1,3
12.5000,62,1959-10-04,98,2018-12-19,S,25001-50000,F,4,High School,Professional,0,2
24.9900,61,1960-07-07,98,2018-12-19,M,50001-75000,M,3,Partial High School,Skilled Manual,0,4
4.9900,46,1975-12-11,98,2018-12-19,M,0-25000,M,1,Partial College,Manual,1,0
1161.4900,45,1976-06-06,98,2018-12-19,S,25001-50000,F,3,Graduate Degree,Clerical,1,0
4.4900,29,1993-03-12,98,2018-12-19,S,25001-50000,M,4,Partial College,Clerical,1,2
3.3600,57,1964-06-21,98,2018-12-19,M,25001-50000,F,2,High School,Professional,1,2
151.7200,31,1990-11-06,98,2018-12-19,M,75001-100000,M,0,"Bachelors ",Professional,1,3
1130.9900,47,1975-02-14,98,2018-12-19,M,greater than 100000,F,1,Partial College,Professional,0,3
4692.0500,41,1980-12-06,98,2018-12-19,M,75001-100000,F,4,Partial College,Professional,1,3
6.5100,45,1976-05-25,98,2018-12-18,S,greater than 100000,F,3,"Bachelors ",Management,0,3
35.0000,43,1978-09-08,98,2018-12-18,S,50001-75000,F,4,"Bachelors ",Professional,1,2
69.9900,42,1980-02-14,98,2018-12-18,M,greater than 100000,M,2,"Bachelors ",Management,1,4
4.0000,57,1964-11-05,98,2018-12-18,S,50001-75000,F,2,Partial College,Professional,1,2
2469.3500,59,1962-08-13,98,2018-12-18,S,greater than 100000,M,5,Partial High School,Professional,0,4
1696.9900,48,1973-08-03,98,2018-12-18,S,50001-75000,F,1,"Bachelors ",Professional,1,1
80.0100,54,1967-05-09,98,2018-12-18,S,25001-50000,F,3,Partial College,Professional,0,2
32.5000,54,1967-10-25,98,2018-12-18,S,50001-75000,F,2,High School,Professional,1,2
2375.0800,45,1976-04-26,98,2018-12-18,M,25001-50000,F,3,Graduate Degree,Clerical,0,0
30.0000,75,1946-07-13,98,2018-12-18,M,25001-50000,F,1,"Bachelors ",Skilled Manual,1,1
24.9900,34,1988-01-07,98,2018-12-18,S,50001-75000,M,0,Partial College,Professional,1,2
539.9900,38,1983-04-05,98,2018-12-18,S,75001-100000,M,4,"Bachelors ",Management,1,1
2363.0600,38,1983-04-18,98,2018-12-18,M,50001-75000,M,2,"Bachelors ",Skilled Manual,1,1
162.2600,26,1995-04-10,98,2018-12-18,S,0-25000,M,0,Partial High School,Manual,0,2
552.6800,43,1978-11-22,98,2018-12-18,S,50001-75000,M,0,Partial College,Skilled Manual,0,2
733.3600,62,1959-09-04,98,2018-12-18,M,0-25000,F,3,High School,Skilled Manual,1,2
531.0000,36,1985-04-20,98,2018-12-18,M,50001-75000,F,4,Graduate Degree,Professional,1,0
16.9700,42,1979-10-11,98,2018-12-18,S,0-25000,M,4,Partial High School,Manual,1,2
52.9700,27,1994-04-02,98,2018-12-18,M,25001-50000,F,0,Partial College,Clerical,0,1
0.0100,42,1979-09-27,98,2018-12-18,M,50001-75000,F,4,"Bachelors ",Skilled Manual,1,2
505.0000,40,1981-11-16,98,2018-12-18,M,25001-50000,F,0,"Bachelors ",Professional,0,0
1666.0000,55,1966-08-16,98,2018-12-18,M,50001-75000,M,2,High School,Professional,1,2
4.9900,60,1961-07-15,98,2018-12-18,M,0-25000,M,4,High School,Skilled Manual,0,2
1130.9900,45,1976-09-08,98,2018-12-18,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
557.4900,26,1995-08-20,98,2018-12-18,S,0-25000,M,0,Partial College,Skilled Manual,0,2
4.9900,69,1952-10-01,98,2018-12-18,M,greater than 100000,F,2,Graduate Degree,Management,0,4
4.9900,42,1980-03-15,98,2018-12-18,S,greater than 100000,F,0,Graduate Degree,Management,1,4
2502.3300,52,1969-10-12,98,2018-12-18,S,greater than 100000,M,0,Partial High School,Professional,0,2
1066.5000,40,1981-11-12,98,2018-12-18,S,25001-50000,M,0,"Bachelors ",Professional,1,0
544.9800,53,1968-09-26,98,2018-12-18,M,25001-50000,M,1,"Bachelors ",Skilled Manual,1,1
2429.0700,55,1966-04-13,98,2018-12-18,M,25001-50000,F,4,Partial College,Professional,0,2
530.4800,38,1983-08-20,98,2018-12-18,S,50001-75000,F,0,"Bachelors ",Professional,1,1
1161.4900,40,1982-03-11,98,2018-12-18,S,25001-50000,M,0,Partial College,Skilled Manual,1,1
0.5000,28,1993-10-17,98,2018-12-18,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
19.2000,51,1970-05-22,98,2018-12-18,S,75001-100000,F,3,High School,Professional,0,1
2363.0600,38,1984-01-10,98,2018-12-18,S,50001-75000,M,0,Graduate Degree,Skilled Manual,1,0
768.3500,41,1980-10-03,98,2018-12-18,M,0-25000,M,2,High School,Manual,1,0
37.7000,51,1970-06-18,98,2018-12-18,M,25001-50000,M,1,Partial College,Clerical,1,1
5.0100,58,1963-09-11,98,2018-12-18,S,25001-50000,M,4,High School,Professional,1,2
61.0000,47,1974-11-09,99,2018-12-17,S,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
45.0000,35,1987-02-11,99,2018-12-17,S,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
114.9900,28,1993-08-25,99,2018-12-17,S,25001-50000,M,0,Partial College,Skilled Manual,1,1
662.9600,51,1971-03-12,99,2018-12-17,S,75001-100000,F,2,Partial College,Professional,1,0
11.9900,53,1968-11-02,99,2018-12-17,S,25001-50000,M,2,Partial College,Skilled Manual,0,2
20.0100,61,1960-05-12,99,2018-12-17,M,25001-50000,M,5,High School,Professional,0,2
1647.0000,42,1979-07-15,99,2018-12-17,S,50001-75000,F,5,"Bachelors ",Skilled Manual,1,3
1120.4900,47,1974-10-20,99,2018-12-17,M,0-25000,F,2,Partial College,Manual,0,1
