TotalPurchase,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
32.6,00:00.0,00:00.0,M,25001-50000,M,1,Graduate Degree,Skilled Manual,1,0
20,00:00.0,00:00.0,S,50001-75000,M,2,Partial College,Professional,1,2
130.02,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,0,3
320.8636,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,0,3
1.01,00:00.0,00:00.0,M,greater than 100000,M,2,Bachelors ,Management,1,3
1.01,00:00.0,00:00.0,S,25001-50000,M,3,Graduate Degree,Clerical,1,0
569.47,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Professional,1,0
79.11,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Professional,1,0
1205.86,00:00.0,00:00.0,M,50001-75000,M,3,Partial High School,Skilled Manual,1,3
20.01,00:00.0,00:00.0,S,50001-75000,M,5,Partial College,Skilled Manual,1,3
26.02,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Management,1,2
1.01,00:00.0,00:00.0,S,75001-100000,F,2,Partial High School,Skilled Manual,1,2
559.81,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,1,0
4.99,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,1
181.98,00:00.0,00:00.0,M,75001-100000,M,5,Graduate Degree,Management,0,2
8.98,00:00.0,00:00.0,M,0-25000,M,0,High School,Manual,0,1
61,00:00.0,00:00.0,S,25001-50000,M,0,Partial High School,Clerical,0,2
4,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,2
2321.97,00:00.0,00:00.0,M,25001-50000,M,1,Partial College,Clerical,1,1
29.99,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Professional,1,2
133.52,00:00.0,00:00.0,S,0-25000,M,1,Graduate Degree,Manual,1,0
4,00:00.0,00:00.0,M,50001-75000,M,2,Graduate Degree,Professional,1,0
41.59,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Professional,1,0
250.8836,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,0,3
30,00:00.0,00:00.0,M,50001-75000,M,4,Partial College,Professional,1,1
19.2,00:00.0,00:00.0,S,25001-50000,M,2,High School,Professional,1,2
2319.99,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Professional,1,2
345.9392,00:00.0,00:00.0,S,25001-50000,M,3,Partial College,Clerical,1,2
2.7,00:00.0,00:00.0,S,75001-100000,M,3,Partial College,Professional,1,1
12.5,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,2
337.5,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,0,1
2349.08,00:00.0,00:00.0,M,greater than 100000,M,0,Graduate Degree,Management,1,0
17.5,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Management,1,1
511.0018,00:00.0,00:00.0,S,0-25000,M,0,Partial College,Manual,0,1
30,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,1,3
518.98,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,1
0.22,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,0,1
535.99,00:00.0,00:00.0,S,25001-50000,F,0,Bachelors ,Clerical,0,0
51.48,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Professional,1,1
123.31,00:00.0,00:00.0,M,greater than 100000,M,2,High School,Professional,1,4
94.54,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Skilled Manual,1,0
2321.97,00:00.0,00:00.0,S,50001-75000,M,4,Bachelors ,Professional,0,2
30.99,00:00.0,00:00.0,S,25001-50000,M,1,Bachelors ,Clerical,0,1
16.97,00:00.0,00:00.0,S,75001-100000,M,2,Partial High School,Skilled Manual,0,2
9.51,00:00.0,00:00.0,S,greater than 100000,M,0,Graduate Degree,Management,0,4
3502.8318,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Clerical,1,0
28.01,00:00.0,00:00.0,S,25001-50000,M,1,Graduate Degree,Management,1,1
21.49,00:00.0,00:00.0,M,0-25000,M,0,Partial High School,Manual,1,2
4,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,1,1
4,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,0,2
1085.5,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
30,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Professional,1,4
15.49,00:00.0,00:00.0,S,75001-100000,M,5,Bachelors ,Professional,1,4
49.99,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,1,2
20.01,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
96.22,00:00.0,00:00.0,S,75001-100000,M,4,Partial College,Professional,0,3
20,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,1,2
346.49,00:00.0,00:00.0,S,0-25000,M,3,High School,Manual,1,4
2278.47,00:00.0,00:00.0,S,25001-50000,M,1,Graduate Degree,Skilled Manual,1,0
3578.27,00:00.0,00:00.0,S,75001-100000,F,2,Partial College,Skilled Manual,0,2
1141.4925,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,1
1161.49,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Skilled Manual,1,1
28.61,00:00.0,00:00.0,S,50001-75000,M,2,High School,Professional,1,2
527.97,00:00.0,00:00.0,S,25001-50000,M,1,Bachelors ,Clerical,1,0
2250.69,00:00.0,00:00.0,M,greater than 100000,M,2,Graduate Degree,Management,1,2
27.69,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
2349.08,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Management,1,2
19.98,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
97.13,00:00.0,00:00.0,S,0-25000,M,0,High School,Manual,0,2
1208.31,00:00.0,00:00.0,M,75001-100000,M,3,High School,Professional,1,2
480.575,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Professional,0,3
2349.08,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,1
2424.05,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
10.01,00:00.0,00:00.0,M,50001-75000,M,5,Graduate Degree,Professional,1,2
499.98,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Clerical,1,0
2415.76,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,0,2
566.97,00:00.0,00:00.0,S,0-25000,M,2,Partial College,Manual,1,1
88.96,00:00.0,00:00.0,S,0-25000,M,2,High School,Skilled Manual,1,2
13.99,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Professional,1,1
733.3618,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Skilled Manual,0,0
32.68,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Management,1,2
32.71,00:00.0,00:00.0,M,50001-75000,M,0,Graduate Degree,Professional,1,1
58.99,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
1085.5,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
19.5,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,0,1
4616.33,00:00.0,00:00.0,S,75001-100000,M,0,Bachelors ,Management,1,1
11.99,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Skilled Manual,0,2
2393.56,00:00.0,00:00.0,M,25001-50000,M,0,Partial College,Skilled Manual,1,2
1620.8936,00:00.0,00:00.0,S,greater than 100000,M,3,Partial College,Professional,0,3
22.7,00:00.0,00:00.0,S,50001-75000,M,0,Graduate Degree,Professional,0,0
505,00:00.0,00:00.0,S,75001-100000,M,2,High School,Skilled Manual,1,2
2281.98,00:00.0,00:00.0,S,50001-75000,M,5,Bachelors ,Management,1,3
34.99,00:00.0,00:00.0,S,25001-50000,M,1,High School,Clerical,0,1
3578.27,00:00.0,00:00.0,S,25001-50000,M,0,High School,Professional,0,2
49,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
28.99,00:00.0,00:00.0,S,0-25000,M,2,High School,Manual,1,0
769.4882,00:00.0,00:00.0,M,50001-75000,F,1,Partial College,Skilled Manual,1,1
742.36,00:00.0,00:00.0,M,50001-75000,M,1,Bachelors ,Professional,1,1
73.07,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Management,1,2
12.99,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,1,2
707.36,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Clerical,1,0
505.0025,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
2260.0004,00:00.0,00:00.0,S,0-25000,M,3,High School,Manual,1,0
1355.115,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Clerical,1,0
10.01,00:00.0,00:00.0,M,greater than 100000,M,2,Graduate Degree,Management,1,3
26.69,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Management,1,2
102.57,00:00.0,00:00.0,M,75001-100000,M,3,Bachelors ,Skilled Manual,1,1
31,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,0,1
45.5,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Skilled Manual,0,1
16,00:00.0,00:00.0,S,0-25000,M,2,Partial College,Manual,1,0
41,00:00.0,00:00.0,M,0-25000,M,1,Partial College,Manual,1,1
598.97,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,0,2
775.48,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
26,00:00.0,00:00.0,M,0-25000,F,2,Partial High School,Clerical,1,2
337.5,00:00.0,00:00.0,M,50001-75000,M,2,High School,Skilled Manual,1,2
1651,00:00.0,00:00.0,S,50001-75000,M,4,Bachelors ,Skilled Manual,0,2
2199.99,00:00.0,00:00.0,S,greater than 100000,M,0,Bachelors ,Management,0,3
769.49,00:00.0,00:00.0,S,greater than 100000,M,1,Graduate Degree,Management,1,1
30,00:00.0,00:00.0,M,25001-50000,M,0,Partial College,Skilled Manual,0,1
47.09,00:00.0,00:00.0,M,75001-100000,M,4,High School,Professional,1,2
2435.4,00:00.0,00:00.0,M,50001-75000,M,2,Partial High School,Skilled Manual,1,3
1214.85,00:00.0,00:00.0,M,0-25000,M,1,High School,Manual,0,0
61,00:00.0,00:00.0,S,50001-75000,M,2,High School,Professional,1,2
17.5,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
562.69,00:00.0,00:00.0,S,25001-50000,M,4,High School,Skilled Manual,1,3
155.1164,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
513.99,00:00.0,00:00.0,M,0-25000,M,2,Partial College,Manual,0,1
2632.6408,00:00.0,00:00.0,M,50001-75000,M,2,Graduate Degree,Management,1,1
2049.0964,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,1,1
28.99,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,0,2
27.7,00:00.0,00:00.0,S,0-25000,F,5,Partial High School,Manual,1,1
1694.98,00:00.0,00:00.0,S,greater than 100000,M,1,Graduate Degree,Management,1,1
29.99,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,1,2
2281.98,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,1,2
28.99,00:00.0,00:00.0,M,25001-50000,M,0,Graduate Degree,Skilled Manual,0,0
69.99,00:00.0,00:00.0,M,50001-75000,M,0,Graduate Degree,Professional,1,0
733.36,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Clerical,1,1
25.47,00:00.0,00:00.0,S,50001-75000,M,2,High School,Professional,1,2
530.48,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
1700.99,00:00.0,00:00.0,S,25001-50000,M,3,Bachelors ,Clerical,0,0
124.62,00:00.0,00:00.0,M,75001-100000,M,2,Graduate Degree,Management,1,3
543.0075,00:00.0,00:00.0,S,25001-50000,M,0,High School,Manual,0,1
5.01,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Professional,1,1
2240.0018,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,1,1
15.01,00:00.0,00:00.0,M,50001-75000,M,2,Bachelors ,Professional,1,1
5.51,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,1,2
8.99,00:00.0,00:00.0,M,75001-100000,M,3,High School,Professional,1,3
1526.4392,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Professional,1,1
32.99,00:00.0,00:00.0,S,greater than 100000,M,4,Bachelors ,Management,0,4
4,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
75.98,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Professional,0,1
334.9736,00:00.0,00:00.0,M,75001-100000,F,1,Bachelors ,Professional,1,1
126.72,00:00.0,00:00.0,M,greater than 100000,M,2,Partial College,Professional,1,3
1120.4925,00:00.0,00:00.0,S,50001-75000,M,1,Bachelors ,Professional,0,1
1329.0692,00:00.0,00:00.0,M,greater than 100000,M,1,Graduate Degree,Management,1,1
809.85,00:00.0,00:00.0,S,greater than 100000,M,4,Partial College,Professional,0,3
2300.98,00:00.0,00:00.0,S,25001-50000,M,4,High School,Professional,0,2
2200.98,00:00.0,00:00.0,M,75001-100000,M,2,Partial High School,Skilled Manual,1,2
3.99,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Management,1,2
1099.48,00:00.0,00:00.0,S,0-25000,M,5,Partial High School,Manual,1,1
2298.01,00:00.0,00:00.0,S,50001-75000,M,0,Bachelors ,Professional,1,1
37.7,00:00.0,00:00.0,M,greater than 100000,M,4,High School,Professional,1,3
1355.33,00:00.0,00:00.0,M,75001-100000,M,2,High School,Skilled Manual,1,2
21.49,00:00.0,00:00.0,M,25001-50000,M,2,Partial College,Clerical,1,2
2363.42,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Professional,1,0
29.99,00:00.0,00:00.0,S,75001-100000,M,5,High School,Management,0,3
2408.36,00:00.0,00:00.0,M,75001-100000,F,0,High School,Management,1,3
29.99,00:00.0,00:00.0,S,0-25000,M,1,High School,Manual,0,1
23.19,00:00.0,00:00.0,S,50001-75000,M,4,Partial College,Professional,1,1
50.99,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
21.49,00:00.0,00:00.0,M,0-25000,M,4,High School,Skilled Manual,1,2
1283.28,00:00.0,00:00.0,M,50001-75000,M,3,High School,Professional,1,2
50,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,0,2
32.6,00:00.0,00:00.0,S,50001-75000,M,1,Graduate Degree,Skilled Manual,1,0
546.02,00:00.0,00:00.0,M,25001-50000,M,0,High School,Manual,0,1
2477.65,00:00.0,00:00.0,M,greater than 100000,M,0,Partial College,Management,1,3
2408.36,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
505,00:00.0,00:00.0,M,50001-75000,M,5,Graduate Degree,Management,1,2
37.7,00:00.0,00:00.0,M,25001-50000,M,0,Partial College,Skilled Manual,1,1
9.99,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
3960.9875,00:00.0,00:00.0,S,75001-100000,M,2,Partial College,Professional,1,4
8.99,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Management,1,2
2384.07,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
9.49,00:00.0,00:00.0,S,25001-50000,M,4,Bachelors ,Skilled Manual,0,1
4.99,00:00.0,00:00.0,S,50001-75000,M,5,Graduate Degree,Professional,0,2
1594.595,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Clerical,1,0
2466.82,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Professional,1,0
1898.37,00:00.0,00:00.0,S,0-25000,M,4,High School,Skilled Manual,0,2
23.19,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Management,1,1
1700.99,00:00.0,00:00.0,S,0-25000,M,2,Partial College,Manual,1,1
688.37,00:00.0,00:00.0,S,75001-100000,F,0,Graduate Degree,Management,0,1
0.01,00:00.0,00:00.0,M,0-25000,M,4,Partial High School,Manual,0,2
34.99,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,0,1
13.01,00:00.0,00:00.0,S,75001-100000,M,3,Partial College,Professional,1,1
526.9804,00:00.0,00:00.0,S,50001-75000,M,1,Partial College,Skilled Manual,1,1
1700.99,00:00.0,00:00.0,M,25001-50000,M,4,High School,Skilled Manual,1,2
27.7,00:00.0,00:00.0,S,25001-50000,M,1,Graduate Degree,Skilled Manual,1,0
9.49,00:00.0,00:00.0,S,0-25000,M,0,Partial High School,Manual,0,2
4.99,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,0,4
4.47,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,0,4
1125.48,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Professional,1,1
1666,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,2
69.99,00:00.0,00:00.0,M,50001-75000,M,0,Bachelors ,Professional,1,3
0.01,00:00.0,00:00.0,S,25001-50000,M,4,Bachelors ,Skilled Manual,0,1
5.01,00:00.0,00:00.0,M,75001-100000,M,0,High School,Management,1,3
22.55,00:00.0,00:00.0,S,50001-75000,M,3,Bachelors ,Professional,1,1
5,00:00.0,00:00.0,M,0-25000,M,2,High School,Manual,1,2
112.58,00:00.0,00:00.0,S,50001-75000,M,3,Partial High School,Skilled Manual,0,2
2253.47,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Management,0,2
1010.9008,00:00.0,00:00.0,S,75001-100000,M,4,Bachelors ,Professional,1,0
21.98,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,0,2
21.49,00:00.0,00:00.0,S,greater than 100000,M,3,Bachelors ,Management,0,4
31,00:00.0,00:00.0,S,greater than 100000,M,3,Partial College,Professional,0,4
511,00:00.0,00:00.0,M,50001-75000,M,4,Graduate Degree,Professional,1,0
4691.06,00:00.0,00:00.0,M,greater than 100000,M,2,Bachelors ,Management,1,4
518.98,00:00.0,00:00.0,M,75001-100000,F,2,Partial College,Skilled Manual,1,2
334.9736,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Professional,1,0
1666.0025,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
2199.99,00:00.0,00:00.0,M,75001-100000,M,3,Partial College,Professional,0,2
1070.5,00:00.0,00:00.0,M,50001-75000,M,5,Graduate Degree,Management,1,2
4.02,00:00.0,00:00.0,M,25001-50000,M,4,High School,Professional,0,2
1740.47,00:00.0,00:00.0,M,50001-75000,M,2,Graduate Degree,Professional,1,0
24.99,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,0,4
539.99,00:00.0,00:00.0,S,greater than 100000,M,0,Graduate Degree,Management,0,3
459.97,00:00.0,00:00.0,S,50001-75000,M,2,Partial High School,Skilled Manual,1,3
14.03,00:00.0,00:00.0,M,50001-75000,M,5,Partial College,Skilled Manual,1,2
280.8836,00:00.0,00:00.0,M,75001-100000,M,0,Bachelors ,Professional,1,3
728.49,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Clerical,0,0
30.01,00:00.0,00:00.0,M,25001-50000,M,1,High School,Clerical,1,1
3090.3304,00:00.0,00:00.0,S,50001-75000,M,1,Partial College,Skilled Manual,0,1
2317.7,00:00.0,00:00.0,M,50001-75000,M,5,Graduate Degree,Management,0,2
707.36,00:00.0,00:00.0,M,0-25000,M,0,High School,Manual,1,2
552.9775,00:00.0,00:00.0,M,50001-75000,M,1,Bachelors ,Professional,1,1
30.01,00:00.0,00:00.0,S,75001-100000,M,5,Bachelors ,Professional,1,4
2349.08,00:00.0,00:00.0,M,25001-50000,F,1,Bachelors ,Skilled Manual,1,0
4.49,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Professional,1,3
40.01,00:00.0,00:00.0,S,50001-75000,M,5,Bachelors ,Professional,1,3
25.97,00:00.0,00:00.0,M,75001-100000,M,5,Bachelors ,Management,0,2
2071.4192,00:00.0,00:00.0,M,50001-75000,M,1,Graduate Degree,Professional,0,0
0.01,00:00.0,00:00.0,M,greater than 100000,M,0,Partial High School,Management,0,4
543.9918,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,0,2
54.02,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,2
45,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,0,2
30,00:00.0,00:00.0,M,50001-75000,M,2,Partial High School,Skilled Manual,0,2
741.34,00:00.0,00:00.0,S,0-25000,M,2,Partial College,Manual,0,1
2299.98,00:00.0,00:00.0,S,50001-75000,M,1,Bachelors ,Professional,1,1
129.045,00:00.0,00:00.0,M,50001-75000,M,2,High School,Skilled Manual,1,2
9.51,00:00.0,00:00.0,M,greater than 100000,M,2,Bachelors ,Management,1,4
12,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
4.99,00:00.0,00:00.0,S,50001-75000,F,0,Bachelors ,Professional,0,1
24.99,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
2323.35,00:00.0,00:00.0,M,greater than 100000,M,4,High School,Management,1,3
89.08,00:00.0,00:00.0,S,25001-50000,M,0,Bachelors ,Clerical,1,0
733.3618,00:00.0,00:00.0,M,25001-50000,M,0,Bachelors ,Professional,0,1
28.99,00:00.0,00:00.0,S,25001-50000,M,0,High School,Skilled Manual,0,2
19.5,00:00.0,00:00.0,M,75001-100000,M,5,Partial College,Professional,1,3
22.7,00:00.0,00:00.0,S,50001-75000,M,0,Partial College,Skilled Manual,0,2
4.99,00:00.0,00:00.0,M,greater than 100000,M,4,Partial College,Management,0,4
3098.36,00:00.0,00:00.0,M,25001-50000,M,3,High School,Skilled Manual,1,2
2363.06,00:00.0,00:00.0,M,greater than 100000,M,1,High School,Professional,1,4
13.01,00:00.0,00:00.0,S,50001-75000,M,2,High School,Professional,1,2
2314.68,00:00.0,00:00.0,S,25001-50000,M,0,Partial High School,Clerical,1,2
757.33,00:00.0,00:00.0,M,0-25000,M,2,Partial High School,Clerical,1,2
569,00:00.0,00:00.0,S,50001-75000,M,4,Bachelors ,Skilled Manual,0,2
1085.5,00:00.0,00:00.0,M,50001-75000,M,1,Partial College,Skilled Manual,1,1
24.99,00:00.0,00:00.0,S,75001-100000,M,2,Partial High School,Skilled Manual,0,2
8.99,00:00.0,00:00.0,S,50001-75000,M,5,Partial College,Professional,1,2
1085.5,00:00.0,00:00.0,M,25001-50000,M,2,Bachelors ,Management,0,2
21.98,00:00.0,00:00.0,M,50001-75000,M,5,Graduate Degree,Professional,1,3
16.49,00:00.0,00:00.0,M,50001-75000,M,2,Partial College,Professional,1,2
539.99,00:00.0,00:00.0,M,greater than 100000,F,3,High School,Professional,1,2
543.99,00:00.0,00:00.0,M,0-25000,M,0,Bachelors ,Clerical,0,0
1.7,00:00.0,00:00.0,S,0-25000,M,2,Partial College,Manual,1,0
1174.84,00:00.0,00:00.0,S,0-25000,M,1,Partial College,Manual,0,0
45.48,00:00.0,00:00.0,M,25001-50000,M,2,High School,Professional,1,1
61,00:00.0,00:00.0,M,25001-50000,M,1,Graduate Degree,Skilled Manual,1,0
4751.05,00:00.0,00:00.0,M,75001-100000,M,2,Bachelors ,Professional,1,0
152.72,00:00.0,00:00.0,S,75001-100000,M,2,High School,Professional,1,1
2375.0775,00:00.0,00:00.0,M,75001-100000,M,4,Partial College,Professional,1,1
1199.8504,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Skilled Manual,1,0
739.5,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
23.58,00:00.0,00:00.0,M,0-25000,M,3,Partial High School,Manual,0,2
1.01,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Management,1,1
20,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,0,1
4,00:00.0,00:00.0,S,25001-50000,M,3,Partial College,Clerical,1,0
1300.0792,00:00.0,00:00.0,M,50001-75000,M,0,Partial College,Skilled Manual,1,2
2.7,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,1,2
1001.94,00:00.0,00:00.0,M,75001-100000,M,2,Partial College,Skilled Manual,1,2
14.03,00:00.0,00:00.0,M,75001-100000,M,0,Partial College,Professional,1,0
2824.47,00:00.0,00:00.0,S,25001-50000,M,2,Partial College,Clerical,1,0
0.67,00:00.0,00:00.0,M,50001-75000,M,3,Graduate Degree,Management,1,2
27.97,00:00.0,00:00.0,S,25001-50000,M,0,Partial College,Skilled Manual,1,2
3578.27,00:00.0,00:00.0,S,50001-75000,M,4,Bachelors ,Skilled Manual,0,3
69.99,00:00.0,00:00.0,M,50001-75000,M,4,Bachelors ,Management,1,2
700.555,00:00.0,00:00.0,M,25001-50000,F,1,Graduate Degree,Clerical,1,0
37.7,00:00.0,00:00.0,S,25001-50000,M,0,Graduate Degree,Skilled Manual,0,0
26.58,00:00.0,00:00.0,S,50001-75000,M,4,Partial College,Professional,1,0
802.18,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
123.28,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Management,0,3
27.7,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,1
89.51,00:00.0,00:00.0,S,50001-75000,M,2,Bachelors ,Management,1,0
24,00:00.0,00:00.0,M,greater than 100000,M,2,Partial College,Professional,1,4
30,00:00.0,00:00.0,S,75001-100000,M,4,Partial College,Professional,1,1
21.49,00:00.0,00:00.0,S,50001-75000,M,2,Partial High School,Skilled Manual,1,2
4740.5,00:00.0,00:00.0,M,greater than 100000,M,5,Partial High School,Professional,1,4
30,00:00.0,00:00.0,M,50001-75000,M,5,Graduate Degree,Professional,1,2
1085.5,00:00.0,00:00.0,M,0-25000,M,2,Partial College,Manual,1,1
1727.6775,00:00.0,00:00.0,S,50001-75000,M,3,Bachelors ,Professional,0,2
37.68,00:00.0,00:00.0,S,25001-50000,M,0,Partial High School,Clerical,0,2
3567.5504,00:00.0,00:00.0,M,50001-75000,M,2,Graduate Degree,Management,1,2
30,00:00.0,00:00.0,M,25001-50000,M,0,Partial College,Skilled Manual,1,1
587.69,00:00.0,00:00.0,M,25001-50000,M,1,Bachelors ,Skilled Manual,1,0
30,00:00.0,00:00.0,S,0-25000,F,0,Partial High School,Manual,0,2
23.19,00:00.0,00:00.0,M,25001-50000,M,4,Partial College,Clerical,1,1
83.73,00:00.0,00:00.0,S,25001-50000,M,1,High School,Clerical,0,1
24.51,00:00.0,00:00.0,M,50001-75000,M,2,Partial High School,Skilled Manual,1,2
21.01,00:00.0,00:00.0,M,0-25000,M,0,Partial High School,Manual,1,2
4.99,00:00.0,00:00.0,M,25001-50000,M,0,High School,Skilled Manual,1,2
31,00:00.0,00:00.0,M,25001-50000,M,3,Bachelors ,Skilled Manual,1,1
3058.3504,00:00.0,00:00.0,S,greater than 100000,M,0,Graduate Degree,Management,0,2
1537,00:00.0,00:00.0,M,75001-100000,M,3,Partial College,Professional,0,2
28.01,00:00.0,00:00.0,M,50001-75000,M,2,High School,Professional,0,2
33.01,00:00.0,00:00.0,M,50001-75000,M,5,Bachelors ,Management,1,2
45.5,00:00.0,00:00.0,M,0-25000,M,2,Partial College,Manual,1,1
